,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
0,KNOWIN潮流实验室,https://img1.qimingpian.cn/uploadImg/202105/60a22e5eeaa0b.png,服装纺织,潮流品牌,上海市,,A轮,近2亿人民币,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=fd34bf751e9c5f6d817a721729929047&id=ac30f6dce1c6157405a8668646f29d6c,"[{'investor': '云九资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9ddbf610439759308685661555bcd36c&id=29e126db1f91011108f90fccf685995b', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '经纬中国', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=742e103c9459538da64aa07e6be4609c&id=3a50ab9902e171c8869be338ec7affc9', 'invest_type_name': '合投', 'invest_type': '3'}]",193
1,拾联科技,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0ecc1079a3b747008439.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=voxSGUDAFht47K0EMriur5S8Gd8%3D,企业服务,第三方视频技术服务商,福建省,,A+轮,未披露,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=e4bfcac922025fb59aec7fbc6cb2c8c0&id=71a88d73783ab4a0e691c3433b0f60b0,"[{'investor': '中丽基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6bb5bbef73635d8a8c7953720e2fb79f&id=65267809c00704c442ec606592181e6f', 'invest_type_name': '独投', 'invest_type': '4'}]",41
2,亿云财务官,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60a219294c68e223056628.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=oI5Nn4Ak4IbvpYhn%2FSTTOchAm%2BY%3D,企业服务,中国高品质财税服务商,北京市,,Pre-A轮,未披露,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=f9ca1bfa7af5588488acc2dd3e7cc667&id=ec36c75fae5b1c2b7884113bfd3df64e,"[{'investor': '未披露', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",45
3,树业环保,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0f297ae6c47460283929.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=PHaHjQPdeux4%2Fp4pdFmji7dOdBg%3D,生产制造,环保包装材料研发商,广东省,,股权转让,230亿韩元,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=ab4d220c3a095c81bbc263837c4ecb33&id=a386db336f7b37088e1d21cc78d9a149,"[{'investor': 'SK Chemicals', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=3910a711a7bd5428877fcb0c024d3c0d&id=448c68dbc6e556c7dae55099e948d0a9', 'invest_type_name': '独投', 'invest_type': '4'}]",16
4,倍康美Becoming,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e102ea15859b990891254.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=LcaxAboHtkV5UjG4o5TIW0KAiNk%3D,医疗健康,口腔数字化综合服务商,广东省,,Pre-A轮,数千万人民币,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=e4bf975065fc531ca0aa0537d51dd61b&id=0075a50abd64609a5ae0badc563b4a61,"[{'investor': '经纬中国', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=742e103c9459538da64aa07e6be4609c&id=3a50ab9902e171c8869be338ec7affc9', 'invest_type_name': '独投', 'invest_type': '4'}]",132
5,京东物流,https://img1.qimingpian.cn/uploadImg/202012/5fed92530f972.png,物流运输,物流及快递配送服务商,北京市,,Pre-IPO,119亿港元,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=16d12365a06f5a23ba3ba090ab6d34ac&id=2b1ac2bc04745b5074e17143576f0acb,"[{'investor': '软银中国资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a20bc9078ed45bacba97c795f3bf4eeb&id=ba422b981945f87114443716b4029e19', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': 'Temasek淡马锡', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=36c43a53c3935a9ba5b12d9ab283cac9&id=7909868677968c2665c9ddd4c6b15ef8', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': 'Tiger Global Management', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=36d2e920ed195dce9211465b7df9893d&id=515a10e67dfed1c8e6e7a32123bf47c6', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中国国有企业结构调整基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=34be6e97f5fd5435a40078f0199c0b4c&id=b47b3f16324083864b9ea7bf16167cdf', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中国诚通', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9285050302df561b8d8facc6d6504cde&id=9b9a624c3cada6a7392d973992cae78e', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '黑石中国', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=2b35b3852fd95693b5f5b02a0f1f410a&id=abff83193e43853d0611c316aa2bfbc0', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': 'Matthews Funds', 'detail': '', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '橡树资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6c90e3da00945de9a07e7364dfdee548&id=fc27166c453e356344c15c1565db496a', 'invest_type_name': '合投', 'invest_type': '3'}]",132
6,Autowise.ai仙途智能,https://img1.qimingpian.cn/uploadImg/202105/60a1e52cbda40.png,先进制造,无人驾驶清洁车研发商,上海市,,B轮,1.2亿人民币,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=cfc1f859c49357409da5fb9bb9bf6899&id=8da78c9a82167efa7b9d16b26b0ce1ab,"[{'investor': '天奇创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b3fa2f9bf9c25838a382a2d59e24d3e5&id=c4c95aa1981d10da99a330f1a4c99a24', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '启迪科服', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=c37c98ccde055b74affb120b70537019&id=d8074b4f55c5a7f1ed3fd26d32f911fd', 'invest_type_name': '跟投', 'invest_type': '2'}]",150
7,椰满满BOONBOON,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0fcdb02b56d331948998.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=RY8KlQtWhVrlBKWNIJmqXBSy0zk%3D,生产制造,椰子油品牌,上海市,,天使轮,数百万人民币,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=4ee25aa8c4065c32822ce64d26cd643b&id=4f1004dd31f26f8be2917b619390248e,"[{'investor': '新进创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=31c12ccfe47455019833df3f86eb7b11&id=faa06f4738bccfcbf15b9e813b4d5167', 'invest_type_name': '领投', 'invest_type': '1'}]",158
8,课观教育,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0ec65ccd651054838581.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=Z%2Bz9z%2BIJFi1JUIYZ7CqCb2JNvsA%3D,教育培训,职业考试培训机构,北京市,,B轮,近亿人民币,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=71ddb1689bb957a28932275b114690cd&id=9fd458ab7b62d9b865cecd8f4ca51899,"[{'investor': '新东方教育文化产业基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=adb479a694d259d38498c211fb097fb2&id=cab9693ff2e03c613e1167bd56729e92', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '楠礼投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=deec068c744e520dbd0eb275fbf3c450&id=3a60b9a4701db8d8cbfcf9f7e756730b', 'invest_type_name': '跟投', 'invest_type': '2'}]",132
9,次维文化,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e119376d7f72179786116.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623859444&Signature=k3DqPtsmZpPSv2NsJ1V2MznK0Pc%3D,企业服务,营销方案和广告投送服务提供商,上海市,,战略融资,未披露,2021.05.17,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=aa40ac61c27d567099fce03a85b595dd&id=0c9c021025285372e86aa03d0eaa6c6e,"[{'investor': '哔哩哔哩', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=188968f2e1cd562dae857e577ca62715&id=df9fbf6a0ff27892aaa86d80606cf94d', 'invest_type_name': '独投', 'invest_type': '4'}]",41
