,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
0,虬晟光电,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202101/product5ff7e22485de2699389042.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=vfyxCauCzsOdbyDshNVAkmrcxB8%3D,生产制造,LED、VFD研发商,浙江省,,股权转让,未披露,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=064d2f6bf84a5301b40ba6fbe4be98f5&id=4ec0a008121f0c7de8883d395823d8ff,"[{'investor': '盛洋科技', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=5c81c07733c75ef2b7ce41558fbc0295&id=81becfd30a9558d82e8c8717b98721ca', 'invest_type_name': '独投', 'invest_type': '4'}]",14
1,小远机器人,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e12abb053d67498959135.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=d5kpJE4YJJMSjIGfAGGVj9sq7ts%3D,人工智能,人工智能服务机器人解决方案提供商,浙江省,,A轮,数千万人民币,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=2dd25e3202ae53d5947a0b5fa6d4a3de&id=eeae7a42db51096aa09a789a9b1701c5,"[{'investor': '招商资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=73e002e98f0d528e9a03cdf4f2abc959&id=33d049a65a1f0590f5aab871854bc5a7', 'invest_type_name': '独投', 'invest_type': '4'}]",55
2,聚匠星辰,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202011/product5fac9273a9ee6618327949.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=o81VAwOg9KYUWyD0ri7zqWl8u64%3D,文娱传媒,新零售的创新型MCN运营服务平台,浙江省,,A轮,未披露,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=bda5c578a7f2516897278ff6988ca993&id=7e050e3be0784720d7edfb51ffe21bb5,"[{'investor': '高榕资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=fae58c4fcd0d5364b162c065438f2d90&id=49ddcd29e21427ad60e7401a70214622', 'invest_type_name': '独投', 'invest_type': '4'}]",92
3,Zrou株肉,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product609b7f68c322b566103292.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=8jptsgoLsIITx%2Ffq4MiquvSVrH4%3D,农业,植物肉品牌,上海市,,A轮,730万美元,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=a09652feb1e3545eaf6add98a8ef8a98&id=0c4d9232baf0777e93e86eabe71017da,"[{'investor': 'TRIREC', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=927b91495c025fd590aaf6f1a09af5f6&id=d948324a7ba20ba817026e97d65e44bb', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '个人投资者', 'detail': '', 'invest_type_name': '跟投', 'invest_type': '2'}]",67
4,Zenlayer,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0fd105e0535124550025.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=4FsvjL0PO1EABeKuvpVB4kazHn0%3D,企业服务,边缘云服务提供商,上海市,,C轮,5000万美元,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=7402caa26da956ce800c4948fdaf9cc7&id=89990cd37ada266c978b1b74144faf2c,"[{'investor': '晨曦投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=e73cf9cd34fb5f5b8834be8cf6dcb62c&id=97bb7d9c950a436c165f12b227e4283f', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': 'Prospect Avenue Capital', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=2aefdfacd9bb56df9f00840112b4cb4f&id=8f3ee5a28370939a387e43fcae04d214', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '火山石资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=4cf1a9c351a259e7a85794bfdbfdddee&id=c0842b9f52de01698ed5060af3b974bd', 'invest_type_name': '跟投', 'invest_type': '2'}]",151
5,固安捷中国,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202009/product5f58b5d3b7ce1172464978.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=%2BDng%2FLOTPKi%2F1TQbFbEgcFh6qbA%3D,电子商务,工业品B2B采购平台,广东省,,B轮,数亿人民币,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=3e4626052f515033961b9cc8bcadb08e&id=0c96157cf135f5de692af4259c79a094,"[{'investor': '方源资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=561f59f19f405a2fac6eccac1897c3f3&id=c9472a3fe4ad01602a5e3fda630a2f9a', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '广州开发区产业基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=1730273a3a9c54f7a8b195be5879ca35&id=276d353f3b003cdbebdbb206a62a7ca0', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '上海华泾投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=f41ae2f438e459ec8aba943261607c21&id=8dc07bb688abec63faa36d8d1bc1472e', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '洪泰基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=23044136ea24552c9d88c98b129ebb9c&id=dc51f235b20f691d51a96fb56c589026', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '招商清控', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=bafb807276a75ce39a9a5a42b09f4ed8&id=33a748e5fef0ceb8bf90a3303233b24f', 'invest_type_name': '跟投', 'invest_type': '2'}]",160
6,DataCanvas,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202010/product5f8d6ad156281599349377.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=vZwuQmGQ%2Bu2OXzrHXII4Mgg8X4I%3D,人工智能,数据科学平台,北京市,,战略融资,未披露,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=77d5e4042e1d547b8cb80fd0f45e988b&id=258ebf95ebc7ea836c47fc8d02a807b1,"[{'investor': '赛富投资基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b5f0b1db7ecc5add80d514761879c553&id=d7a566d5d0d26ff13a0a8591bccec5f3', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '尚珹投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=e6baed9742335f4abd4ab02671394e6c&id=d9fb3e22baf300f5d2aa743da26f50fc', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '领沨资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=ec936c070c59533f97247947f8aafdf9&id=f444a6fc58aa756c10884d572848ed1e', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '君紫资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=31578a99f47452d8b80a6274d69b15fb&id=663c471f5229bc5618bca8bf9018f800', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '珂玺资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=8ce41eb2797c57f28b53b42ef1d2f698&id=fab050fd267b8ff885f18eff6f1b7ad5', 'invest_type_name': '合投', 'invest_type': '3'}]",123
7,叮咚买菜,https://img1.qimingpian.cn/uploadImg/202104/606d494b2b3e9.png,电子商务,自营即时电商,上海市,,D+轮,3.3亿美元,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=28c3e6b4f7ee5a039a528d905c0dd57e&id=11abc46e724efbfe1de3a50537a4148d,"[{'investor': '软银愿景基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b4182ea03805534e8deaf909e983be73&id=b708af19c9597134fe960c1b486662b5', 'invest_type_name': '领投', 'invest_type': '1'}]",316
8,海豚音乐vipSing,https://img1.qimingpian.cn/uploadImg/202105/609b2b6ca8dd8.png,教育培训,在线少儿音乐教育平台,上海市,,A轮,数千万人民币,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=c34b2fa828d8520e85a7a85234651b8f&id=7d12861c6151d6f23a13d05966fdc4b4,"[{'investor': '顺为资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=de6f803f08f0504181436577e9faca03&id=321f4243c8892334bded1dd28af1eb83', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '声网Agora', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=127ee576a6e3553ab95ad6a01e530812&id=45f05ba33fdd2959a4fbe7d76ac021c9', 'invest_type_name': '', 'invest_type': '0'}]",118
9,跑象科技,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product609b2d6a0f249112175034.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623425858&Signature=d%2FQicDvvz6L0i1WivXe7wlDe%2F0o%3D,企业服务,企业大数据服务商,北京市,,天使轮,近千万人民币,2021.05.12,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=94c376389f985917ad1614afa6221acf&id=13da68d38cd17b454fc9f4d99ad65f32,"[{'investor': '险峰K2VC', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a0acfa622c1d5a92bacf3398ee459f95&id=e20062e9c4df79c474a7bd84341e84a0', 'invest_type_name': '独投', 'invest_type': '4'}]",202
