,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
0,橙蔻,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b492eb14d8d084014709.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=pHGkfnbGp%2Fzm%2FEMc9DbdsCMNyAc%3D,电子商务,蛋白质头部护理品牌,浙江省,,天使轮,近千万人民币,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=2a34d0b9177c53ccafc20aaeffa63e2f&id=2bc639fd79450863d8340151717812e8,"[{'investor': '拙朴投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=09fd78c65b835450836400419d1a04a2&id=8d1bb4428f5f3a5dd56d2a234c845d1a', 'invest_type_name': '独投', 'invest_type': '4'}]",17
1,九旭智能,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202012/product5fdb0903368df199849547.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=woZ6hKt6SxIafiMEGNJ%2FvjyaAQA%3D,批发零售,酒店新零售科技平台,广东省,,Pre-A轮,4000万人民币,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=69f9e525431354d189f092b63b5debeb&id=fe464eb9131e9a35a596c98e11bbf861,"[{'investor': '前海宸爵资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0c7b6e63f4895268b659d9b4e3040e7a&id=06111731dd242e8e69c5f7eedfd0686d', 'invest_type_name': '独投', 'invest_type': '4'}]",10
2,源卓光电,https://img1.qimingpian.cn/uploadImg/202105/60b498299386a.png,VR/AR,数字光学设备研发生产商,江苏省,,B轮,未披露,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=aa294c1a92035183aff80dbbb3166f93&id=c3f4fe66a9cc19a8b0637e1d88963f48,"[{'investor': '中金传化基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9bf29a2ab2675175a28a878b167a0e29&id=12c4b26a6d33938bc28adef9ad4d459a', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '联通中金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6dc7d49764e7591aa916b35f26608c0d&id=417c84402d8758475020884098f32584', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '比亚迪', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=356b9d98a4d154748c638dae1d157ee6&id=14fbd4ff69ed85f2730aa0c7f8e5e300', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '润科基金', 'detail': '', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中电基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=c76c442352e65060b4af4cc5fb8f124a&id=d3f57bceb8d8e2ea88c78051997e3509', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '清源投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=34f2f4c95be258a8af27bd89f462761c&id=312165495b85d43bbf852ad45b18460f', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中南弘远', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=174be8fcc06a5eadb8e8c510039138ad&id=a6a0ed276762279bcb4970a652a8ed44', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中汇金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=160abe5e66625ab4aea127e1bf86d5c5&id=4c99f5bb466a723620ecdae88eb1e058', 'invest_type_name': '合投', 'invest_type': '3'}]",41
3,睿林互娱,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b48973054f7873905475.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=acevSf1y2H49CQfd2UK4Ol8cJIk%3D,文娱传媒,动漫游戏开发商,湖北省,,战略融资,未披露,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=66696321ec235d96954cc0e23b60ccda&id=dfc0cca8556b47e9e2fbbf8f90341abd,"[{'investor': '两点十分动漫', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=f3f0e707dcc95881abbe3ac5e5b047fb&id=d1b3a3b1ac66f495160a72f1d1bdfd3b', 'invest_type_name': '独投', 'invest_type': '4'}]",10
4,深圳博盛医疗,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b4826fbb3eb140486824.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=A%2BDd8ZEyhFj6oRjkMP1AHI9bgGU%3D,医疗健康,微创外科内窥镜摄像系统提供商,广东省,,Pre-A轮,未披露,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=26b06829d0525aa5aa636a7702f287a8&id=8e4e16c00cb98b663ef96ca0ac5cf83f,"[{'investor': '阳和产投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=3294c68f397450879af1095a5cf64a1d&id=07c1680559f67bd471974f0a3650e72a', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '澳银资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=96b2219aea0e54f980b75885a1d986ef&id=ff5acb2205b87e0a032c25be7cb24389', 'invest_type_name': '合投', 'invest_type': '3'}]",13
5,蛮酷科技,https://img1.qimingpian.cn/uploadImg/202105/60ab3f552c01f.png,汽车交通,自动驾驶毫米波雷达解决方案提供商,上海市,,Pre-A轮,近亿人民币,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=22ee669be3a15092b8a8f40b76ce67ed&id=d8c466937ed34c0cca6d71a1fed06e70,"[{'investor': '将门创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a6b6af31dddc5dbcaba7bcb403b58b8f&id=e640fdaa48b425462bd289bb4079c3a6', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '盐城国智', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6b3b56507f6059ee905360ac5c319452&id=4484714400b2e1004d6675653583cc22', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '生益科技', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=80e039ec92fd50a4be363fdb5c59eb14&id=56d92d81e1cbf1fcfb0ecc1323e4c7e4', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '招商启航资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=129ec9a2a96a529382015c6dab5a957f&id=3816da771da54275944454a54aff0174', 'invest_type_name': '领投', 'invest_type': '1'}]",38
6,宁德厦钨,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b45a9331c78236175922.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=%2FuUZJZ%2FpQR54slJnHmoAu%2BFIbIo%3D,生产制造,新能源电池材料生产商,福建省,,股权转让,未披露,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=af607c1393775fb3ba8b05932e52cb3d&id=84eb787b845d79f047a2a5033d90499a,"[{'investor': '厦门钨业', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=ddb4e693b45754518ef0d03f273dcde9&id=964aa27097e18b569b9d8933f6af74d5', 'invest_type_name': '独投', 'invest_type': '4'}]",11
7,子皿力网络,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b4584d602bf969680993.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=KqhM1K8vb3ldKTOLs%2Fte6IIDNQE%3D,文娱传媒,游戏开发商,四川省,,战略融资,未披露,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=3fe9a0bdd10e5963b269dc6bca249ca2&id=785637fc19822b9677e9ad92d1ae8987,"[{'investor': '哔哩哔哩', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=188968f2e1cd562dae857e577ca62715&id=df9fbf6a0ff27892aaa86d80606cf94d', 'invest_type_name': '独投', 'invest_type': '4'}]",16
8,无人新科技,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product60b455e2e9f77931682637.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=yqiXC5hbU5W5gVkvIOlQLwqL%2FNI%3D,批发零售,无人零售服务商,云南省,,天使轮,500万人民币,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=51180554472b58cf84582498edc350f6&id=cbd6af19baaf5ff78e1b8dcc6d40f0fe,"[{'investor': '未披露', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",25
9,飞榴科技,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/201911/product5dc9476c85e27182397605.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625044642&Signature=Bj9ZzUQSawvvPgjyrdgDYiETiv4%3D,服装纺织,直连工厂S2B2C服装柔性供应链平台,上海市,,A+轮,超2亿人民币,2021.05.31,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=fcb923a377d35759804a2ac897c81f6e&id=d41f02b98e5c166c445be6732a95e129,"[{'investor': '高瓴创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=af2742b715695f55aa827f8ba4fa580c&id=c2946868a0d82299e956947366e25380', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '双湖资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=62a6359a773f5bae843a733bb903c6de&id=dd90764f218abf67fa12020f8624457e', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '渶策资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=30559dd726cf597caeea182f4f965bee&id=30f8da14fe60f6cd83afaa2ddb0bce5e', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': 'GGV纪源资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=c03f947873ba5122990396350304c9b3&id=0759a0ffeccffaae33e89357b0b94515', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '字节跳动战略投资部', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=2ef935e29ba05b04863b625472a51eac&id=9db4e2abfaa12e538a723cbe799f97e7', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '软银中国资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a20bc9078ed45bacba97c795f3bf4eeb&id=ba422b981945f87114443716b4029e19', 'invest_type_name': '跟投', 'invest_type': '2'}]",413
