,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
0,RCT STUDIO,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e258f617cd1e170460123.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=oJ%2FWQSpt6Mdc%2FTsvESX5YprvHz8%3D,人工智能,AI娱乐交互科技服务商,北京市,,A+轮,未披露,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=b552c5df984258e48d4944110dd0d1cf&id=d5ef80d27b9ce31eefce0a6fb2911c6c,"[{'investor': 'Galaxy Interactive', 'detail': '', 'invest_type_name': '领投', 'invest_type': '1'}]",63
1,优粉吧,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/201810/product5bcd78bb3ac68315191037.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=Yh7wHqafaQOSqFdWBlLGbtJZYOk%3D,企业服务,新媒体营销推广服务商,浙江省,,B轮,数千万美元,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=746cf1d5465d5883a10a665c8ce22801&id=1ed34efe0811bcd3452a19322ab34c0d,"[{'investor': '小米集团', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=c21e1d8cc7635f2ba5b5f1c2b2c9dca1&id=ab5c7c7838df4368afdf9ea1171397cd', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '雷石投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a7cc6d236db453f88ac400960e2e9699&id=db1838825d9a2176b9bdd55d4da6d8ef', 'invest_type_name': '', 'invest_type': '0'}]",30
2,宏信建发,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product6098ea82da411246725013.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=C%2FL11OlYM4fHr56EiIgT1c7TPZU%3D,生产制造,建筑设备综合运营服务商,上海市,,战略融资,2.05亿美元,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=b90683eebbf9506792403170bc8188fa&id=a2e9262099b6492a3027de7ee0a0b754,"[{'investor': '徐工机械', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=05efe6fbbe1a51929b53bf36b4d24125&id=9abf3ac646492e18935908a9a89899a9', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中联重科', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=4fde1170ec5b5a89aedaa958e5a6c2ae&id=23e567bd5834542b33b216283acefa6d', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '高瓴资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=efe7eb659a765d808b17ff62f12b50ae&id=f70185edb68afb23070bf7ce281f4685', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中新融创', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6390823d0f8551ef9906329331e33767&id=bf22e4253ee94607b26ed0bb78b6e496', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '浙江鼎力', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=f63e957e9177544890fe32ea4926cf0d&id=f44e7410012040067b99fc84999f1837', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '临工重机', 'detail': '', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '特雷克斯', 'detail': '', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '招银国际资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=394dde4238625444b9f03055c0e1a8c0&id=95f2f27d4ea816002233b5b4a5a250a1', 'invest_type_name': '合投', 'invest_type': '3'}]",9
3,PSDT,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product6098e11360243541451367.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=TECZ7yfB7D8Aj6VaOKnBzfAvIIM%3D,企业服务,数据加密服务商,香港,,种子轮,26.4万美元,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=497235f2eb695578ae9dbe81a7899aed&id=d8f7a58a8e1968eea32e22c3b9c2859c,"[{'investor': '未披露', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",8
4,ACC超级饰,https://img1.qimingpian.cn/uploadImg/202104/60795ced517a6.jpeg,消费升级,会员制快时尚饰品品牌,广东省,,战略融资,近1亿美元,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=31838b8750005a2fbca307fa40635639&id=a22a341851c4c1035f86f261dd13e85c,"[{'investor': '兰馨亚洲', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6af2ea596b365b86a9a0f926975a0f62&id=b70faac9c0b1dfc0cfeddf76ad07f6c5', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '小米集团', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=c21e1d8cc7635f2ba5b5f1c2b2c9dca1&id=ab5c7c7838df4368afdf9ea1171397cd', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '顺为资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=de6f803f08f0504181436577e9faca03&id=321f4243c8892334bded1dd28af1eb83', 'invest_type_name': '跟投', 'invest_type': '2'}]",108
5,SAVASANA,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product6098d094c5858550641783.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=J5j0Icy%2F7Ke%2Bxgx2duGT5cYUIJ0%3D,服装纺织,女性休闲服装品牌,上海市,,天使轮,未披露,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=022c73b25e725d79ac5fc26eb9bfd4c2&id=18d14f86a3dbdf97f5d7ca8108daaecf,"[{'investor': '三七互娱创投基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0a774b16613956a49f53a9fd20136326&id=38b4af7f8b077b3ceaf9b22c1cf9d52a', 'invest_type_name': '独投', 'invest_type': '4'}]",55
6,工易得,https://img1.qimingpian.cn/uploadImg/202105/6098d5cf27f2e.png,企业服务,蓝领招聘服务提供商,上海市,,战略融资,数百万人民币,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=db599418cdf850ab8406e0314e4a547e&id=444cdcb04806fcd47ba6a01c4a46e4f1,"[{'investor': '伯乐遇马', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=8cfbb6d7e9545f88aac6ccfc8ef8287f&id=255c33446751cb035504ae95cb091b8a', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '久昌股权', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=fc2c2a4a4f205c75a2e9ef05704e0e50&id=8741a811ec7d784b4bbdbe0f3d399b25', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '个人投资者', 'detail': '', 'invest_type_name': '合投', 'invest_type': '3'}]",10
7,中科玖源,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202104/product606bb742e8e40747926707.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=bFDJ7eS1ynwZQmx9SSW62yheavQ%3D,生产制造,聚酰亚胺基础性关键材料生产商,浙江省,,Pre-A轮,数千万人民币,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=b4700976f6685cdeb71183005eff40a3&id=b75601863cce092c5bb5472d59d0647b,"[{'investor': '银鞍资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=1dbc2808cd905f02a876e2bf8ee118e2&id=4e2b4cb7fd25713c0a0da68e233c212b', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '启迪之星', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9a3760522eb152d9bc5ccc080932fb52&id=0702d6547f0f43f43898d0c9b4c4363c', 'invest_type_name': '独投', 'invest_type': '4'}]",49
8,多禧生物,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0f96671f5c6618950347.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=UJFoqxaCFVsDLICvxMmy%2FuwxBy0%3D,医疗健康,恶性肿瘤靶向治疗药物研发商,浙江省,,C轮,10亿人民币,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=4a4b4c754fa45600941ee03851e000fe&id=dac0d0affaaf1a4b0f9398ca0cef1e52,"[{'investor': '高瓴创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=af2742b715695f55aa827f8ba4fa580c&id=c2946868a0d82299e956947366e25380', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '晨岭资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=f6bdeb190e5a540bbb69e52e11363a3a&id=3fdc549709f6379d627533fc369853a2', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': 'CPE源峰', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=11f4fc462b9c5f08929172d07dc38df1&id=6d9e5f4ec93d2ea9c21231d2c24446da', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '中信证券', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=5d107f9d726a5580a9f56ff57bcddb96&id=b158c136532eaf8302529485418bc421', 'invest_type_name': '', 'invest_type': '0'}, {'investor': '泰煜投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6eec941eb2d8584580e61d3cd323dc9b&id=2012f42b9600a06223e0caf28644563a', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '嘉华国际基金', 'detail': '', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '贞吉资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=830885dd346b5c80bc6fbefb82e7341c&id=997ed0a9a7471a8238e8ac4f0fbed3e9', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '金石投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=4e54aedd9bbe5e2e890677acdeaf1c1a&id=2fd2426d9c96d2dd603bc455f0650f1a', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '前海万汇投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a665127a066f50a1a25243f62beff036&id=eb5f161cebe2467144b00f64f87fa48d', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '浙江坤健信泰', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9e1fc4ac2ed652f199eb0402c544c24d&id=91143c925d088a357129f6c8d1d4b7e6', 'invest_type_name': '跟投', 'invest_type': '2'}]",17
9,礼邦医药,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product6098afd83559b557387616.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=P8diYnTs7%2FcQRaCanAwyfdDE3dc%3D,医疗健康,生物制药公司,上海市,,B轮,6000万美元,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=dae0382a2d94545bb06016919997b4b3&id=cd110d12c0e5dd2699c138cdf524bda9,"[{'investor': '泉创资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=896b7adbc9d75896803f3a9edc78a767&id=7cbe5b972beea9b61d107024092b2086', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '幂方资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=cd07a2453b4b579e95173c51760197e5&id=8d1c8e58ca0e79ecdf252abcd34529bc', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '国际知名主权基金', 'detail': '', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '本草资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=2ab6abe1040c52959cb6c85a8c9c21fc&id=84146b0b342ffadc375e12e4a6049688', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '夏尔巴投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6e82dbeed63b50859b1157f320558ed8&id=0263be70cd15031aca6655082b20d949', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '千杉投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=8bb7b51f80ef5fd18e639f5ddc10218e&id=645e3f3164f918f8a9899f45e7abbb38', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '诺瑾资产', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6080359fa40c5a1fb77af74c009210de&id=b2733d6a25ef80364875892015ebefcc', 'invest_type_name': '跟投', 'invest_type': '2'}]",34
10,康朴生物,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e1211ff0a5e9094702680.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=fKjiOGbD3GVdOfDW4bofC2EXTEo%3D,医疗健康,创新药物研发商,上海市,,B轮,2.5亿人民币,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=20db696f31455bb0b122b5573aaab476&id=7ba52f18a05258f092b2321817ea7078,"[{'investor': '龙磐投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=3664f2372f28535793df9c6b622387d9&id=9ad75df9ea683dfed21febd42026b4b2', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '沂景资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0f3e024489e251a7b5ee933fc4b7d5db&id=8df03206c70cc6542db2b2cefe49c94e', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '亦庄国投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b05a87e31dcc5c2ba7b38ef74d4cf17e&id=91011d1d20956e178bd7cd70a83bb35c', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '农银国际', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=d1b645a0d11d5bc78c48ddbd0c3f7c85&id=1cdc5472aaffb926eef998e01d12b467', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '中关村开元资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b339d28ad47a5202ac51e2613ac27cd7&id=fed2ec11c05552ac08e12ff1baaa7c1a', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '锐合资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=152b9cf5140759ccaf09d31bcc3ba308&id=7fe078c0a9304daf61ec2e87c5e32fee', 'invest_type_name': '跟投', 'invest_type': '2'}]",36
11,意瑞半导体,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e109f384c00d603385983.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623226590&Signature=B8ynG6lishuYsMHDxvS%2BI0VIrUo%3D,生产制造,半导体解决方案供应商,上海市,,A轮,未披露,2021.05.10,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=635f2145d2e15fd7ab5772b37881b518&id=0615a849a291cc98bb4b2e2e45ec7a24,"[{'investor': '领汇投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=9cd6cd483bcb551aa2cd5d20f5618554&id=ea79d8de3bb5d24a8a894096a1fea58b', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '顺融资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=f25317f0d7935cdfb9f1463a406b0b53&id=0ed37c80a3d874cbeffd967761a39f0a', 'invest_type_name': '合投', 'invest_type': '3'}]",46
