,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
0,大树体验云,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202106/product60b5a07156382027546722.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=lSe0h28jhI8VbjogX7ckasRMUtA%3D,企业服务,CEM客户体验管理综合服务商,上海市,,种子轮,数百万人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=469b65c30ca75761b16315d655be62b4&id=6f5243f391b7e036a6c9105b09e9262b,"[{'investor': 'ETU商业体验咨询', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=bea0f16bf4745e079ed87be8857e961a&id=777be1f013e15f633851994872fd284f', 'invest_type_name': '独投', 'invest_type': '4'}]",20
1,易兆微电子,https://img1.qimingpian.cn/uploadImg/202106/60b5eba4cd66e.png,硬件,短距离无线通讯芯片研发商,浙江省,,Pre-IPO,亿元人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=1577871fdeb25f098cd5b0f0d5d0fdbd&id=2e19fc914b27e8975085ee48aa830a3c,"[{'investor': '小米长江产业基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6123608eef6d5a16981e6ff3eb632477&id=b951536951a027fcd585c49422a0fb40', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '考拉基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=93a4d6d3e34952b8b870823cf0640d73&id=ae244ed8871dd8152a23ac3bda177fe2', 'invest_type_name': '跟投', 'invest_type': '2'}]",31
2,瞎充集团,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202102/product60260dc00228f615231290.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=KbN47nYYI5iMKJWWsZwoE%2B%2BB94w%3D,生活服务,智能共享终端服务商,广东省,,A轮,2亿人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=3bda76d16b8d53c08fc857e69bdff2fb&id=ff41e0bd84b9ccb15b3cef1251802b21,"[{'investor': '未披露', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",27
3,融数联智,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202003/product5e7c63639f2e4707630545.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=dhVIgS%2F3HduUo%2Bh2fFHk9YgIuzs%3D,人工智能,数据融合与隐私计算平台,北京市,,战略融资,未披露,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=82a0b9000e6458f18dcf2b7cdd8b7a5c&id=ab74c039d260e548990c55084bb10376,"[{'investor': '云上产业基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=277a5b5e85d35d77b5d53addfc6f709b&id=c62d0b7aed5f0fd4ed0723c61f504b08', 'invest_type_name': '独投', 'invest_type': '4'}]",42
4,新迪数字,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/201809/product5bae804c9514f585462550.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=%2FT8wusgi9jTqhjRk3XpT0ydIa78%3D,先进制造,工业软件研发商,,,A轮,数千万人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=bc258311a7e9562fb934c9f05f429f8e&id=2b1cb94ef94f24f1df2f310722a0f320,"[{'investor': '正轩投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=953b4476e53653a3b43b2ff022f62dc8&id=eb59e88d427022cac466b72a2ddeb3af', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '深圳高新投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=bb15bfdf14e15f51815ebf6f5e96f4e2&id=582abe3df68001f7e40c9018bbaf7ea3', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '凯风创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=760abc5e9f9f59c69cb5458816f8aa05&id=9807b03f7312202db16b1b80b126e6fc', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '英诺天使基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=66adef69e9da56ccac938e016c249157&id=0279cb3ff5cedbd5a210f0c8c0049000', 'invest_type_name': '跟投', 'invest_type': '2'}]",128
5,华云唤客,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202106/product60b5dd4d8ca6f207357416.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=vaTqEpk%2Fqz5Y8upL0hIVyKsi1PY%3D,企业服务,财税企业精准获客平台,江苏省,,A+轮,1500万人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=5e9502268e505cab9ebe9282067f8b51&id=4432233b8c560abff4c87c566d3c619a,"[{'investor': '未披露', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",18
6,意达服务,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202106/product60b5d64c16c10772081439.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=3KcnNDC48NCNlNSTzoyzCtK8lTw%3D,企业服务,专业估值及咨询服务提供商,,,股权转让,2160万港元,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=40e636609da15ede98a710ae7a29eac2&id=fec22d5ce92691763153d61b6cd8bc1e,"[{'investor': 'WMCH Global', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=a9cbc1501f1754eea52dbcbf1d7ebd23&id=d4d57c306865bc113e928b6c2da251ca', 'invest_type_name': '独投', 'invest_type': '4'}]",14
7,闪电达flash express,https://img1.qimingpian.cn/uploadImg/202106/60b591567a11a.png,物流运输,东南亚快递服务商,北京市,,E轮,1.5亿美元,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=0872acf45fe15f38876db57d8007b30e&id=513ece96dde816b8eacdc631fdfb4034,"[{'investor': '不二资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0ed39266a3345fcf94e56d31adc8d083&id=a1010e28bf2a128d2fb17737c40a116b', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': 'SCB10X', 'detail': '', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': 'eWTP生态基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=5fe3f28d78465407867974ef78cdfc3b&id=5470ab3b60b3b7e31d2ba4bdc9a9bb54', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '泰国石油', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6bbfc4b8fd5958818f8d2f27d6c09f6d&id=63c4d9b62759b20019d8ce970d763ec8', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '红牛', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=f971f4a5145f5450b4d0530616befada&id=383e61f0653402343228ee55ff795bba', 'invest_type_name': '', 'invest_type': '0'}, {'investor': '泰国大城银行', 'detail': '', 'invest_type_name': '跟投', 'invest_type': '2'}]",64
8,必硕,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/201809/product5baee605358d7501624600.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=%2F5iXt8zjvmjGHXKzdRO1q%2FXodL8%3D,企业服务,IT服务提供商,福建省,,A轮,3500万人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=aae02ebcf6c95d3da643064981ea7f79&id=65cfe99ba02e76370ec4c6333e774b4d,"[{'investor': '深创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=99fe4767812a5edea143e3a80159d510&id=7a65299129e86e2a3e2baeb7bec36712', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '台商投资企业协会', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '善吉秀生物', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=926e9fb0bf8f5727913ed44c5adb98b5&id=46b62fae83a1dfe4d9d7bb016f869847', 'invest_type_name': '独投', 'invest_type': '4'}]",22
9,冻师傅,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202007/product5f0edac01afbc629664432.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1625137988&Signature=t%2BjLxOAG2RxO6NGja5qbWsskNog%3D,食品饮料,速冻羊肉供应链整合服务商,广东省,,A轮,数千万人民币,2021.06.01,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=484d02868dcd56f5a72e0991e845c0c3&id=cd2fa5ddbc063e8abcce7e61ef98ba90,"[{'investor': '平阳景行', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=269c3167a40e560f8eb2615b39cca183&id=ba43190c89fb91b7be3773c4abda1944', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '国金投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=aae6125e7ce3552b8f666b9d9639e293&id=2c2ff0b50c247afe1515529b3eb75f61', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '信天创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=90e00da691dd542d8baea7b27945af89&id=62e8f5cf1f0e1ed0952069a22159a8a5', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '渶策资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=30559dd726cf597caeea182f4f965bee&id=30f8da14fe60f6cd83afaa2ddb0bce5e', 'invest_type_name': '跟投', 'invest_type': '2'}]",67
